,_unit_id,airline_sentiment,text
14181,681679340,neutral,"USER-MENTION hi ho, hi ho. it's off to work i go. weeklycommuteonaa URL"
14182,681679341,negative,USER-MENTION you put a sour taste on this customer s vacation. it was joke watching those we care thanks for choosing us videos
14183,681679342,neutral,USER-MENTION are you expecting flights out of dfw to be cancelled flightled tomorrow am and afternoon?
14184,681679343,negative,USER-MENTION help us here !!! we are stuck here USER-MENTION for more than 24hours! !we need to go home flight919 saveus
14185,681679344,negative,USER-MENTION lets me get in line for call back in over 2 hours. i'll just hope the 1 ticket left on the flight i want is still there late flightr.
14186,681679345,negative,USER-MENTION flight aa1691 lax to las closes too early and gate agents give us hassles patheticcx
14187,681679346,negative,USER-MENTION i am honestly in shock how this process and service compares to my other airline experiences. not really sure what to say
14188,681679347,negative,"USER-MENTION here we go again aa106 ""plane not ready"". are we going to find the crew run out of time again like last night shortstaffed"
14189,681679348,negative,USER-MENTION flight 3056 dfw still has all passengers sitting on the plane waiting for luggage to be loaded
14190,681679349,neutral,USER-MENTION at what e-mail adress can i send your ceo mr. doug parker a letter that he hopefully reads?
14191,681679350,negative,"USER-MENTION why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?"
14192,681679351,negative,USER-MENTION well its been over 4 hours now and still no one has picked up try paying overtime and bring in more people
14193,681679352,neutral,USER-MENTION what's the best way to check on any delays or cancelled flightlations for my flight out of dfw on tuesday?
14194,681679353,positive,USER-MENTION USER-MENTION big ups to newark airport staff &amp;&amp; d.dean. i was also treated lovely while i was in town.
14195,681679354,negative,USER-MENTION pleaseeee find my suitcase. i want deoderant and a clean shirt for work tomorrow emo-neg
14196,681679355,neutral,USER-MENTION here you go URL
14197,681679356,neutral,"USER-MENTION hey, so i think i left my wallet on you. can i have it back, please?"
14198,681679357,positive,"USER-MENTION ok, thanks you! have a great night aa team!"
14199,681679358,neutral,USER-MENTION - can you please give me a travel agent support phone number? i cant find it on your website. thanks.
14200,681679359,negative,USER-MENTION any idea what's up with flight aa3181?
14201,681679360,negative,USER-MENTION your maint delay left us stuck in den!! flight 1080. been on plane for 7 hrs. stop flying broke french planes!
14202,681679361,negative,USER-MENTION sucks!! teco teco reclameaqui tripadvisor URL
14203,681679362,negative,USER-MENTION you can't get us to cincy but our luggage will still go there tonight? stranded us in dallas for 2 days w/o clothes? yousuck
14204,681679363,negative,USER-MENTION it just hangs up and your agents on the ground are useless. how don't i have a seat on a first class ticket booked weeks ago?
14205,681679364,negative,USER-MENTION ive literally been holding for more than 2 hours now. i was told 2hrs. you all are sabotaging any chance i have of getting home
14206,681679365,negative,USER-MENTION we're still here guys - you are the worst
14207,681679366,negative,USER-MENTION 24 hours on the airport
14208,681679367,negative,USER-MENTION - don't understand why i have zero flt info- no email- 2 he wait time on ph lines- so much for advan mem emo-neg
14209,681679368,negative,USER-MENTION ok so why is it late flight? and for that matter why was my flight 4491 cancelled flighted this morning? i've been in yyz since 5 am.
14210,681679369,negative,"USER-MENTION plane breaks, unloads the passengers, told to re enter to only come back off. flight cancelled flightled, missed wedding. badbusiness"
14211,681679370,negative,USER-MENTION - very upset with my hometown airline. stuck in den flt cancelled flightled. others here with me got new flt info
14212,681679371,negative,USER-MENTION absolutely worse cust. svc ever experienced in 25 yrs of flying. supvrs at iah extremely rude. poorservice travel
14213,681679372,negative,"USER-MENTION kid upset, my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an austic child."
14214,681679373,negative,USER-MENTION i have been trying to get through to someone about my cancelled flightled flight tomorrow for over 4 hours.
14215,681679374,negative,USER-MENTION trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for h2o and received about 2oz.
14216,681679375,negative,USER-MENTION flight's cancelled flightled. website says to call phone number.phone says to check online. how am i supposed to get some help?
14217,681679376,negative,USER-MENTION yes. we spent the whole day talking to agents and someone finally offered to let him stay in a hotel
14218,681679377,negative,USER-MENTION flight from jfk to ege was cxld after on runway for an hour. flight moved to 7am but they won't give luggage back. nice.
14219,681679378,negative,USER-MENTION delayed for two hours at ord--&gt;cdg the one time i need to be there to catch a train
14220,681679379,negative,USER-MENTION not to mention its a three hour wait to get an agent on the phone.
14221,681679380,negative,USER-MENTION cancelled flighted our flight and now are still delayed not cool.
14222,681679381,negative,USER-MENTION we did for the last 8 hours. your customer service is horrendous. i should have flown delta
14223,681679382,negative,USER-MENTION there is a full flight of customers sitting on the plane waiting for baggage to be loaded on aa 356 in dfw - why? 2 hour delay
14224,681679383,negative,USER-MENTION why a different airport! i have no way of getting to a different airport.
14225,681679384,negative,"USER-MENTION aa agent said i repeated myself when i was explaining. i told him ""i understand english."" his reply?""our conversation is over."
14226,681679385,negative,"USER-MENTION long wait? i literally went shopping at 3 different centers, had lunch and prepared dinner. surprise, it's winter! staff better"
14227,681679386,negative,USER-MENTION aa 1657 was also over an hour late flight to depart ohare and now we have no luggage. not happy standing in a long line at baggage svc
14228,681679387,negative,USER-MENTION is flight 2934 dfw to gsp going to be cancelled flightled tomorrow?
14229,681679388,negative,USER-MENTION stuck on the plane in charlotte. going to miss my connection. no words from staff. maybe some damn pretzels?
14230,681679389,neutral,"USER-MENTION do you happen to know if that plane will be repainted, or fly ""off into the sunset?"
14231,681679390,negative,USER-MENTION - aa1344 cancelled flighted on 2.23 - rebooked on us air 623/544 on 2.24. has to be a nonstop on 2.24 for us (2)?
14232,681679391,negative,USER-MENTION today's wait was a violation of dot passengerbillofrights URL
14233,681679392,negative,USER-MENTION arrived in lax from ord flight aa1657 no luggage
14234,681679393,negative,"USER-MENTION i've got a ba flight as your airport couldn't accommodate us. we were left without any info. no vouchers for food,nothing."
14235,681679394,negative,USER-MENTION flight 1019 i need 2 b on the first flight out frm mia 2 tpa. i'm extremely irritated. i've been at this airport for 5.5 hrs.
14236,681679395,positive,USER-MENTION many trips coming up! i will see you soon
14237,681679396,neutral,USER-MENTION message and pics sent
14238,681679397,negative,USER-MENTION flight 3056 in d/fw now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?
14239,681679398,negative,USER-MENTION been trying to book a whole new flight since 2 hours!! what is wrong with your website?
14240,681679399,neutral,USER-MENTION considering it was purchased on the 21st and i attempted to use it again on the 21st i believe it would fit these parameters.
14241,681679400,positive,"USER-MENTION pretty impressed with the in flight entertainment. full touch, usable, smooth, good selection."
14242,681679401,negative,USER-MENTION now your site is not working! wtf
14243,681679402,negative,"USER-MENTION USER-MENTION USER-MENTION can you help? USER-MENTION is in the wrong, stuck in florida 3days. they need to learn from real airlines."
